"n_SportID","c_Sport","c_SportShort","n_DateLocal","c_DateLocal","d_DateLocal","c_TimeFirstEventLocal","c_TimeFirstEventUTC","c_TimeLastEventLocal","c_TimeLastEventUTC","n_NrOfEvents","n_NrOfPhases","n_NrOfMatches","n_MedalsGold","n_MedalsSilver","n_MedalsBronze"
213,"Bobsled","BOB",20220211,"2022-02-11T00:00:00","/Date(1644537600000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
213,"Bobsled","BOB",20220212,"2022-02-12T00:00:00","/Date(1644624000000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
213,"Bobsled","BOB",20220213,"2022-02-13T00:00:00","/Date(1644710400000+0000)/","2022-02-13T09:30:00","2022-02-13T01:30:00","2022-02-13T11:00:00","2022-02-13T03:00:00",1,2,0,0,0,0
213,"Bobsled","BOB",20220214,"2022-02-14T00:00:00","/Date(1644796800000+0000)/","2022-02-14T09:30:00","2022-02-14T01:30:00","2022-02-14T21:40:00","2022-02-14T13:40:00",2,4,0,1,1,1
213,"Bobsled","BOB",20220215,"2022-02-15T00:00:00","/Date(1644883200000+0000)/","2022-02-15T20:15:00","2022-02-15T12:15:00","2022-02-15T21:50:00","2022-02-15T13:50:00",1,2,0,1,1,1
213,"Bobsled","BOB",20220216,"2022-02-16T00:00:00","/Date(1644969600000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
213,"Bobsled","BOB",20220217,"2022-02-17T00:00:00","/Date(1645056000000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
213,"Bobsled","BOB",20220218,"2022-02-18T00:00:00","/Date(1645142400000+0000)/","2022-02-18T20:00:00","2022-02-18T12:00:00","2022-02-18T21:30:00","2022-02-18T13:30:00",1,2,0,0,0,0
213,"Bobsled","BOB",20220219,"2022-02-19T00:00:00","/Date(1645228800000+0000)/","2022-02-19T09:30:00","2022-02-19T01:30:00","2022-02-19T21:30:00","2022-02-19T13:30:00",2,4,0,1,1,1
213,"Bobsled","BOB",20220220,"2022-02-20T00:00:00","/Date(1645315200000+0000)/","2022-02-20T09:30:00","2022-02-20T01:30:00","2022-02-20T11:20:00","2022-02-20T03:20:00",1,2,0,1,1,1
220,"Cross-Country Skiing","CCS",20220202,"2022-02-02T00:00:00","/Date(1643760000000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220203,"2022-02-03T00:00:00","/Date(1643846400000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220204,"2022-02-04T00:00:00","/Date(1643932800000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220205,"2022-02-05T00:00:00","/Date(1644019200000+0000)/","2022-02-05T15:45:00","2022-02-05T07:45:00","2022-02-05T15:45:00","2022-02-05T07:45:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220206,"2022-02-06T00:00:00","/Date(1644105600000+0000)/","2022-02-06T15:00:00","2022-02-06T07:00:00","2022-02-06T15:00:00","2022-02-06T07:00:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220207,"2022-02-07T00:00:00","/Date(1644192000000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220208,"2022-02-08T00:00:00","/Date(1644278400000+0000)/","2022-02-08T16:00:00","2022-02-08T08:00:00","2022-02-08T20:11:30","2022-02-08T12:11:30",2,8,0,2,2,2
220,"Cross-Country Skiing","CCS",20220209,"2022-02-09T00:00:00","/Date(1644364800000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220210,"2022-02-10T00:00:00","/Date(1644451200000+0000)/","2022-02-10T15:00:00","2022-02-10T07:00:00","2022-02-10T15:00:00","2022-02-10T07:00:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220211,"2022-02-11T00:00:00","/Date(1644537600000+0000)/","2022-02-11T15:00:00","2022-02-11T07:00:00","2022-02-11T15:00:00","2022-02-11T07:00:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220212,"2022-02-12T00:00:00","/Date(1644624000000+0000)/","2022-02-12T15:30:00","2022-02-12T07:30:00","2022-02-12T15:30:00","2022-02-12T07:30:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220213,"2022-02-13T00:00:00","/Date(1644710400000+0000)/","2022-02-13T15:00:00","2022-02-13T07:00:00","2022-02-13T15:00:00","2022-02-13T07:00:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220214,"2022-02-14T00:00:00","/Date(1644796800000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220215,"2022-02-15T00:00:00","/Date(1644883200000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220216,"2022-02-16T00:00:00","/Date(1644969600000+0000)/","2022-02-16T15:15:00","2022-02-16T07:15:00","2022-02-16T17:45:00","2022-02-16T09:45:00",2,4,0,2,2,2
220,"Cross-Country Skiing","CCS",20220217,"2022-02-17T00:00:00","/Date(1645056000000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220218,"2022-02-18T00:00:00","/Date(1645142400000+0000)/",NA,NA,NA,NA,0,0,0,0,0,0
220,"Cross-Country Skiing","CCS",20220219,"2022-02-19T00:00:00","/Date(1645228800000+0000)/","2022-02-19T15:00:00","2022-02-19T07:00:00","2022-02-19T15:00:00","2022-02-19T07:00:00",1,1,0,1,1,1
220,"Cross-Country Skiing","CCS",20220220,"2022-02-20T00:00:00","/Date(1645315200000+0000)/","2022-02-20T11:00:00","2022-02-20T03:00:00","2022-02-20T11:00:00","2022-02-20T03:00:00",1,1,0,1,1,1
212,"Curling","CUR",20220202,"2022-02-02T00:00:00","/Date(1643760000000+0000)/","2022-02-02T20:05:00","2022-02-02T12:05:00","2022-02-02T20:05:00","2022-02-02T12:05:00",1,1,4,0,0,0
212,"Curling","CUR",20220203,"2022-02-03T00:00:00","/Date(1643846400000+0000)/","2022-02-03T09:05:00","2022-02-03T01:05:00","2022-02-03T20:05:00","2022-02-03T12:05:00",1,1,10,0,0,0
212,"Curling","CUR",20220204,"2022-02-04T00:00:00","/Date(1643932800000+0000)/","2022-02-04T08:35:00","2022-02-04T00:35:00","2022-02-04T13:35:00","2022-02-04T05:35:00",1,1,7,0,0,0
212,"Curling","CUR",20220205,"2022-02-05T00:00:00","/Date(1644019200000+0000)/","2022-02-05T09:05:00","2022-02-05T01:05:00","2022-02-05T20:05:00","2022-02-05T12:05:00",1,1,10,0,0,0
212,"Curling","CUR",20220206,"2022-02-06T00:00:00","/Date(1644105600000+0000)/","2022-02-06T09:05:00","2022-02-06T01:05:00","2022-02-06T20:05:00","2022-02-06T12:05:00",1,1,10,0,0,0
