"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1,1479801,"PLESHKOVA Julia","PLESHKOVA J","Julia","Pleshkova","22",22,23062,73035,ROC,ROC,14,14,"14","+1.12","1:33.54", 93540,1120,TRUE,FALSE,1518048022,"456963:21:42",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1637265,"WRIGHT Isabella","WRIGHT I","Isabella","Wright","1", 1,    5, 2209,United States,USA,15,15,"15","+1.30","1:33.72", 93720,1300,TRUE,FALSE,1518048001,"456962:29:57",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1637479,"MORENO BECERRA Cande","MORENO BECERRA C","Cande","Moreno Becerra","23",23,  155, 2227,Andorra,AND,16,16,"16","+1.63","1:34.05", 94050,1630,TRUE,FALSE,1518048023,"456963:32:16",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1147288,"GAUCHE Laura","GAUCHE L","Laura","Gauché","17",17,  144, 2202,France,FRA,17,17,"17","+1.66","1:34.08", 94080,1660,TRUE,FALSE,1518048017,"456963:08:56",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1020928,"SMALL Greta","SMALL G","Greta","Small","2", 2,  157, 2229,Australia,AUS,18,18,"18","+1.96","1:34.38", 94380,1960,TRUE,FALSE,1518048002,"456962:32:12",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1367414,"HUBER Katharina","HUBER K","Katharina","Huber","3", 3,  151, 2219,Austria,AUT,19,19,"19","+3.26","1:35.68", 95680,3260,TRUE,FALSE,1518048003,"456962:34:23",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1367442,"MANGAN Patricia","MANGAN P","Patricia","Mangan","25",25,    5, 2209,United States,USA,20,20,"20","+3.47","1:35.89", 95890,3470,TRUE,FALSE,1518048025,"456963:27:41",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1475256,"MUZAFERIJA Elvedina","MUZAFERIJA E","Elvedina","Muzaferija","21",21,   78, 4324,Bosnia and Herzegovina,BIH,20,21,"20","+3.47","1:35.89", 95890,3470,TRUE,FALSE,1518048021,"456963:19:38",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1, 832877,"IGNJATOVIC Nevena","IGNJATOVIC N","Nevena","Ignjatovic","4", 4,  107, 6944,Serbia,SRB,22,22,"22","+4.60","1:37.02", 97020,4600,TRUE,FALSE,1518048004,"456962:36:40",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1954968,"NOVA Tereza","NOVA T","Tereza","Nová","26",26,   17, 2240,Czech Republic,CZE,23,23,"23","+4.65","1:37.07", 97070,4650,TRUE,FALSE,1518048026,"456963:29:42",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1,1632389,"KONG Fanying","KONG F","Fanying","Kong","24",24,   26, 2770,China,CHN,24,24,"24","+9.53","1:41.95",101950,9530,TRUE,FALSE,1518048024,"456963:25:43",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill",NA
1, 769656,"CURTONI Elena","CURTONI E","Elena","Curtoni","13",13,    6, 2210,Italy,ITA,NA,25,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048013,"456962:58:37",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill","DNF"
1,1023329,"REMME Roni","REMME R","Roni","Remme","14",14,  159, 2231,Canada,CAN,NA,26,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048014,"456963:00:54",17,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-downhill","DNF"
