"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","c_ResultInfo_2","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_Position3","n_Position4","n_PersonID1","n_PersonID2","n_PersonID3","n_PersonID4","c_Person1","c_Person2","c_Person3","c_Person4","c_PersonFirstName1","c_PersonFirstName2","c_PersonFirstName3","c_PersonFirstName4","c_PersonLastName1","c_PersonLastName2","c_PersonLastName3","c_PersonLastName4","c_PersonShort1","c_PersonShort2","c_PersonShort3","c_PersonShort4","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","n_BDF_VideoSessionID3","n_BDF_VideoSessionID4","c_ClientStreamURL1","c_ClientStreamURL2","c_ClientStreamURL3","c_ClientStreamURL4"
4,1014145,"Austria","AUT","Austria","10", 9,  151, 2219,Austria,AUT,11,11,"11","+1.00","59.17",59170,1000,"MAIER Benjamin","136.9",TRUE,FALSE,1518048009,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1014145","2062481","1012853","1940375","MAIER Benjamin","STEPAN Sascha","SAMMER Markus","HUBER Kristian","Benjamin","Sascha","Markus","Kristian","Maier","Stepan","Sammer","Huber","MAIER B","STEPAN S","SAMMER M","HUBER K","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1729454,"Switzerland","SUI","Switzerland","11",12,  149, 2213,Switzerland,SUI,12,12,"12","+1.01","59.18",59180,1010,"VOGT Michael","136.4",TRUE,FALSE,1518048012,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1729454","2157791","1734641","1748758","VOGT Michael","ROLLI Luca","BIERI Cyril","MICHEL Sandro","Michael","Luca","Cyril","Sandro","Vogt","Rolli","Bieri","Michel","VOGT M","ROLLI L","BIERI C","MICHEL S","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4, 995128,"France","FRA","France","18",14,  144, 2202,France,FRA,13,13,"13","+1.12","59.29",59290,1120,"HEINRICH Romain","135.9",TRUE,FALSE,1518048014,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","995128","1551845","1563682","1938998","HEINRICH Romain","LEFEBVRE Lionel","HAUTERVILLE Dorian","LAPORAL Jerome","Romain","Lionel","Dorian","Jerome","Heinrich","Lefebvre","Hauterville","Laporal","HEINRICH R","LEFEBVRE L","HAUTERVILLE D","LAPORAL J","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1469894,"Romania","ROU","Romania","2",10,  164, 2244,Romania,ROU,14,14,"14","+1.13","59.30",59300,1130,"TENTEA Mihai","136.7",TRUE,FALSE,1518048010,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1469894","1368482","1408208","1190488","TENTEA Mihai","DOBRE Raul Constantin","DAROCZI Nicolae Ciprian","RADU Cristian","Mihai","Raul Constantin","Nicolae Ciprian","Cristian","Tentea","Dobre","Daroczi","Radu","TENTEA M","DOBRE RC","DAROCZI NC","RADU C","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1014132,"Italy","ITA","Italy","3",19,    6, 2210,Italy,ITA,15,15,"15","+1.17","59.34",59340,1170,"BAUMGARTNER Patrick","135.5",TRUE,FALSE,1518048019,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1014132","1963977","1737598","1569240","BAUMGARTNER Patrick","FANTAZZINI Eric","VERGINER Alex","BILOTTI Lorenzo","Patrick","Eric","Alex","Lorenzo","Baumgartner","Fantazzini","Verginer","Bilotti","BAUMGARTNER P","FANTAZZINI E","VERGINER A","BILOTTI L","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4, 911732,"South Korea","KOR","Korea","20",18,  106, 4391,South Korea,KOR,16,16,"16","+1.21","59.38",59380,1210,"YUN-JONG Won","137.3",TRUE,FALSE,1518048018,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","911732","1221460","2171910","765705","YUN-JONG Won","KIM Jinsu","JUNG Hyunwoo","KIM Donghyun","Yunjong","Jinsu","Hyunwoo","Donghyun","Won","Kim","Jung","Kim","YUN-JONG W","KIM J","JUNG H","KIM D","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1457403,"United States","USA","United States","17",15,    5, 2209,United States,USA,17,17,"17","+1.22","59.39",59390,1220,"DEL DUCA Frank","135.9",TRUE,FALSE,1518048015,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1457403","1338817","1338816","1467425","DEL DUCA Frank","VALDES Carlo","REED James","ABDUL-SABOOR Hakeem","Frank","Carlo","James","Hakeem","Del Duca","Valdes","Reed","Abdul-Saboor","DEL DUCA F","VALDES C","REED J","ABDUL-SABOOR H","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1720336,"China","CHN","China","27",16,   26, 2770,China,CHN,18,18,"18","+1.29","59.46",59460,1290,"LI Chunjian","135.4",TRUE,FALSE,1518048016,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1720336","1191034","1568606","1720341","LI Chunjian","DING Song","YE Jielong","SHI Hao","Chunjian","Song","Jielong","Hao","Li","Ding","Ye","Shi","LI C","DING S","YE J","SHI H","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1720351,"China","CHN","China","25",17,   26, 2770,China,CHN,19,19,"19","+1.30","59.47",59470,1300,"SUN Kaizhi","134.7",TRUE,FALSE,1518048017,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1720351","1940417","1940397","2064222","SUN Kaizhi","WU Qingze","WU Zhitao","ZHEN Heng","Kaizhi","Qingze","Zhitao","Heng","Sun","Wu","Wu","Zhen","SUN K","WU Q","WU Z","ZHEN H","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4, 994209,"Switzerland","SUI","Switzerland","19",24,  149, 2213,Switzerland,SUI,20,20,"20","+1.40","59.57",59570,1400,"FRIEDLI Simon","134.7",TRUE,FALSE,1518048024,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","994209","1748759","835332","2157768","FRIEDLI Simon","FAESSLER Adrian","BADRAUN Fabio","HAAS Andreas","Simon","Adrian","Fabio","Andreas","Friedli","Faessler","Badraun","Haas","FRIEDLI S","FAESSLER A","BADRAUN F","HAAS A","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1014149,"Austria","AUT","Austria","22",23,  151, 2219,Austria,AUT,21,21,"21","+1.42","59.59",59590,1420,"TREICHL Markus","135.6",TRUE,FALSE,1518048023,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1014149","1468064","1741048","2157815","TREICHL Markus","GLUCK Markus","MITTERER Sebastian","ECKSCHLAGER Robert","Markus","Markus","Sebastian","Robert","Treichl","Glück","Mitterer","Eckschlager","TREICHL M","GLUCK M","MITTERER S","ECKSCHLAGER R","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1123833,"Czech Republic","CZE","Czech Republic","21",22,   17, 2240,Czech Republic,CZE,22,22,"22","+1.48","59.65",59650,1480,"DVORAK Dominik","134.7",TRUE,FALSE,1518048022,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1123833","1337485","1337484","1554325","DVORAK Dominik","SINDELAR Jan","NOSEK Jakub","ZALESKY Dominik","Dominik","Jan","Jakub","Dominik","Dvorak","Sindelar","Nosek","Záleský","DVORAK D","SINDELAR J","NOSEK J","ZALESKY D","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4, 429385,"Brazil","BRA","Brazil","1",20,   16, 2235,Brazil,BRA,23,23,"23","+1.61","59.78",59780,1610,"BINDILATTI Edson","134.7",TRUE,FALSE,1518048020,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","429385","1469870","1469891","1221453","BINDILATTI Edson","SOUZA DA SILVA Rafael","GILSON VIANNA JERONIMO Erick","MARTINS Edson Ricardo","Edson","Rafael","Erick","Edson Ricardo","Bindilatti","Souza da Silva","Gilson Vianna Jerônimo","Martins","BINDILATTI E","SOUZA DA SILVA R","GILSON VIANNA JERONIMO E","MARTINS ER","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1139559,"Canada","CAN","Canada","16",21,  159, 2231,Canada,CAN,24,24,"24","+1.62","59.79",59790,1620,"AUSTIN Taylor","135.3",TRUE,FALSE,1518048021,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1139559","1468088","1468062","2018851","AUSTIN Taylor","SUNDERLAND Daniel","PATRICIAN Chris","DEARBORN Jay","Taylor","Daniel","Chris","Jay","Austin","Sunderland","Patrician","Dearborn","AUSTIN T","SUNDERLAND D","PATRICIAN C","DEARBORN J","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1013412,"South Korea","KOR","Korea","24",26,  106, 4391,South Korea,KOR,25,25,"25","+1.74","59.91",59910,1740,"SUK Youngjin","137.6",TRUE,FALSE,1518048026,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1013412","2271626","2069419","1720370","SUK Youngjin","KIM Hyeonggeun","KIM Taeyang","SHIN Ye Chan","Youngjin","Hyeonggeun","Kim","Ye Chan","Suk","Kim","Taeyang","Shin","SUK Y","KIM H","KIM T","SHIN YC","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1349221,"Italy","ITA","Italy","28",27,    6, 2210,Italy,ITA,26,26,"26","+1.90","1:00.07",60070,1900,"VARIOLA Mattia","133.5",TRUE,FALSE,1518048027,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1349221","2260343","2154293","878962","VARIOLA Mattia","MIRCEA Robert","PAGNINI Alex","OBOU Jose Delmas","Mattia","Robert","Alex","José Delmas","Variola","Mircea","Pagnini","Obou","VARIOLA M","MIRCEA R","PAGNINI A","OBOU JD","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4, 767857,"Netherlands","NED","Netherlands","23",25,    1, 2201,Netherlands,NED,27,27,"27","+1.91","1:00.08",60080,1910,"DE BRUIN Ivo","134.2",TRUE,FALSE,1518048025,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","767857","2071526","1625213","1337476","DE BRUIN Ivo","FRANJIC Jelen","FRANJIC Janko","VEENKER Dennis","Ivo","Jelen","Janko","Dennis","de Bruin","Franjic","Franjic","Veenker","DE BRUIN I","FRANJIC J","FRANJIC J","VEENKER D","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
4,1746115,"Jamaica","JAM","Jamaica","26",28,  248, 7233,Jamaica,JAM,28,28,"28","+3.06","1:01.23",61230,3060,"STEPHENS Shanwayne",NA,TRUE,FALSE,1518048028,244,"https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","1","2","3","4","1746115","1239776","2272340","2162175","STEPHENS Shanwayne","WATSON Ashley","REID Rolando","WEKPE Matthew","Shanwayne","Ashley","Rolando","Matthew","Stephens","Watson","Reid","Wekpe","STEPHENS S","WATSON A","REID R","WEKPE M","244","244","244","244","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4","https://stream.nbcolympics.com/four-man-bobsled-heats-3-4"
