"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","c_ResultInfo_2","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_Position3","n_Position4","n_PersonID1","n_PersonID2","n_PersonID3","n_PersonID4","c_Person1","c_Person2","c_Person3","c_Person4","c_PersonFirstName1","c_PersonFirstName2","c_PersonFirstName3","c_PersonFirstName4","c_PersonLastName1","c_PersonLastName2","c_PersonLastName3","c_PersonLastName4","c_PersonShort1","c_PersonShort2","c_PersonShort3","c_PersonShort4","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","n_BDF_VideoSessionID3","n_BDF_VideoSessionID4","c_ClientStreamURL1","c_ClientStreamURL2","c_ClientStreamURL3","c_ClientStreamURL4"
4, 995128,"France","FRA","France","18", 6,  144, 2202,France,FRA,12,12,"12","+0.82","59.53",59530, 820,"HEINRICH Romain","135.0",TRUE,FALSE,1518048006,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","995128","1551845","1563682","1938998","HEINRICH Romain","LEFEBVRE Lionel","HAUTERVILLE Dorian","LAPORAL Jerome","Romain","Lionel","Dorian","Jerome","Heinrich","Lefebvre","Hauterville","Laporal","HEINRICH R","LEFEBVRE L","HAUTERVILLE D","LAPORAL J","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1720336,"China","CHN","China","27", 5,   26, 2770,China,CHN,13,13,"13","+0.84","59.55",59550, 840,"LI Chunjian","136.6",TRUE,FALSE,1518048005,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1720336","1191034","1568606","1720341","LI Chunjian","DING Song","YE Jielong","SHI Hao","Chunjian","Song","Jielong","Hao","Li","Ding","Ye","Shi","LI C","DING S","YE J","SHI H","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1469894,"Romania","ROU","Romania","2",11,  164, 2244,Romania,ROU,13,14,"13","+0.84","59.55",59550, 840,"TENTEA Mihai","136.4",TRUE,FALSE,1518048011,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1469894","1368482","1408208","1190488","TENTEA Mihai","DOBRE Raul Constantin","DAROCZI Nicolae Ciprian","RADU Cristian","Mihai","Raul Constantin","Nicolae Ciprian","Cristian","Tentea","Dobre","Daroczi","Radu","TENTEA M","DOBRE RC","DAROCZI NC","RADU C","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1457403,"United States","USA","United States","17", 7,    5, 2209,United States,USA,15,15,"15","+0.85","59.56",59560, 850,"DEL DUCA Frank","136.6",TRUE,FALSE,1518048007,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1457403","1338817","1338816","1467425","DEL DUCA Frank","VALDES Carlo","REED James","ABDUL-SABOOR Hakeem","Frank","Carlo","James","Hakeem","Del Duca","Valdes","Reed","Abdul-Saboor","DEL DUCA F","VALDES C","REED J","ABDUL-SABOOR H","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4, 429385,"Brazil","BRA","Brazil","1", 1,   16, 2235,Brazil,BRA,16,16,"16","+0.89","59.60",59600, 890,"BINDILATTI Edson","134.7",TRUE,FALSE,1518048001,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","429385","1469870","1469891","1221453","BINDILATTI Edson","SOUZA DA SILVA Rafael","GILSON VIANNA JERONIMO Erick","MARTINS Edson Ricardo","Edson","Rafael","Erick","Edson Ricardo","Bindilatti","Souza da Silva","Gilson Vianna Jerônimo","Martins","BINDILATTI E","SOUZA DA SILVA R","GILSON VIANNA JERONIMO E","MARTINS ER","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4, 911732,"South Korea","KOR","Korea","20", 2,  106, 4391,South Korea,KOR,16,17,"16","+0.89","59.60",59600, 890,"YUN-JONG Won","136.2",TRUE,FALSE,1518048002,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","911732","1221460","2171910","765705","YUN-JONG Won","KIM Jinsu","JUNG Hyunwoo","KIM Donghyun","Yunjong","Jinsu","Hyunwoo","Donghyun","Won","Kim","Jung","Kim","YUN-JONG W","KIM J","JUNG H","KIM D","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1720351,"China","CHN","China","25", 3,   26, 2770,China,CHN,18,18,"18","+0.94","59.65",59650, 940,"SUN Kaizhi","135.7",TRUE,FALSE,1518048003,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1720351","1940417","1940397","2064222","SUN Kaizhi","WU Qingze","WU Zhitao","ZHEN Heng","Kaizhi","Qingze","Zhitao","Heng","Sun","Wu","Wu","Zhen","SUN K","WU Q","WU Z","ZHEN H","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1458215,"United States","USA","United States","13",10,    5, 2209,United States,USA,19,19,"19","+0.99","59.70",59700, 990,"CHURCH Hunter","135.1",TRUE,FALSE,1518048010,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1458215","1740782","1954467","2260519","CHURCH Hunter","WILLIAMSON Joshua","HORN Kristopher","VOLKER Charles","Hunter","Joshua","Kristopher","Charles","Church","Williamson","Horn","Volker","CHURCH H","WILLIAMSON J","HORN K","VOLKER C","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1014132,"Italy","ITA","Italy","3", 4,    6, 2210,Italy,ITA,20,20,"20","+1.01","59.72",59720,1010,"BAUMGARTNER Patrick","135.3",TRUE,FALSE,1518048004,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1014132","1963977","1737598","1569240","BAUMGARTNER Patrick","FANTAZZINI Eric","VERGINER Alex","BILOTTI Lorenzo","Patrick","Eric","Alex","Lorenzo","Baumgartner","Fantazzini","Verginer","Bilotti","BAUMGARTNER P","FANTAZZINI E","VERGINER A","BILOTTI L","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1123833,"Czech Republic","CZE","Czech Republic","21",23,   17, 2240,Czech Republic,CZE,21,21,"21","+1.09","59.80",59800,1090,"DVORAK Dominik","134.4",TRUE,FALSE,1518048023,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1123833","1337485","1337484","1554325","DVORAK Dominik","SINDELAR Jan","NOSEK Jakub","ZALESKY Dominik","Dominik","Jan","Jakub","Dominik","Dvorak","Sindelar","Nosek","Záleský","DVORAK D","SINDELAR J","NOSEK J","ZALESKY D","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1139559,"Canada","CAN","Canada","16",22,  159, 2231,Canada,CAN,22,22,"22","+1.10","59.81",59810,1100,"AUSTIN Taylor","135.4",TRUE,FALSE,1518048022,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1139559","1468088","1468062","2018851","AUSTIN Taylor","SUNDERLAND Daniel","PATRICIAN Chris","DEARBORN Jay","Taylor","Daniel","Chris","Jay","Austin","Sunderland","Patrician","Dearborn","AUSTIN T","SUNDERLAND D","PATRICIAN C","DEARBORN J","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4, 994209,"Switzerland","SUI","Switzerland","19",24,  149, 2213,Switzerland,SUI,23,23,"23","+1.30","1:00.01",60010,1300,"FRIEDLI Simon","133.3",TRUE,FALSE,1518048024,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","994209","1748759","835332","2157768","FRIEDLI Simon","FAESSLER Adrian","BADRAUN Fabio","HAAS Andreas","Simon","Adrian","Fabio","Andreas","Friedli","Faessler","Badraun","Haas","FRIEDLI S","FAESSLER A","BADRAUN F","HAAS A","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1014149,"Austria","AUT","Austria","22",21,  151, 2219,Austria,AUT,24,24,"24","+1.36","1:00.07",60070,1360,"TREICHL Markus","135.2",TRUE,FALSE,1518048021,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1014149","1468064","1741048","2157815","TREICHL Markus","GLUCK Markus","MITTERER Sebastian","ECKSCHLAGER Robert","Markus","Markus","Sebastian","Robert","Treichl","Glück","Mitterer","Eckschlager","TREICHL M","GLUCK M","MITTERER S","ECKSCHLAGER R","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4, 767857,"Netherlands","NED","Netherlands","23",26,    1, 2201,Netherlands,NED,24,25,"24","+1.36","1:00.07",60070,1360,"DE BRUIN Ivo","134.4",TRUE,FALSE,1518048026,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","767857","2071526","1625213","1337476","DE BRUIN Ivo","FRANJIC Jelen","FRANJIC Janko","VEENKER Dennis","Ivo","Jelen","Janko","Dennis","de Bruin","Franjic","Franjic","Veenker","DE BRUIN I","FRANJIC J","FRANJIC J","VEENKER D","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1013412,"South Korea","KOR","Korea","24",25,  106, 4391,South Korea,KOR,26,26,"26","+1.60","1:00.31",60310,1600,"SUK Youngjin","135.9",TRUE,FALSE,1518048025,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1013412","2271626","2069419","1720370","SUK Youngjin","KIM Hyeonggeun","KIM Taeyang","SHIN Ye Chan","Youngjin","Hyeonggeun","Kim","Ye Chan","Suk","Kim","Taeyang","Shin","SUK Y","KIM H","KIM T","SHIN YC","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1349221,"Italy","ITA","Italy","28",27,    6, 2210,Italy,ITA,27,27,"27","+1.62","1:00.33",60330,1620,"VARIOLA Mattia","133.5",TRUE,FALSE,1518048027,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1349221","2260343","2154293","878962","VARIOLA Mattia","MIRCEA Robert","PAGNINI Alex","OBOU Jose Delmas","Mattia","Robert","Alex","José Delmas","Variola","Mircea","Pagnini","Obou","VARIOLA M","MIRCEA R","PAGNINI A","OBOU JD","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
4,1746115,"Jamaica","JAM","Jamaica","26",28,  248, 7233,Jamaica,JAM,28,28,"28","+2.68","1:01.39",61390,2680,"STEPHENS Shanwayne",NA,TRUE,FALSE,1518048028,242,"https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","1","2","3","4","1746115","1239776","2272340","2162175","STEPHENS Shanwayne","WATSON Ashley","REID Rolando","WEKPE Matthew","Shanwayne","Ashley","Rolando","Matthew","Stephens","Watson","Reid","Wekpe","STEPHENS S","WATSON A","REID R","WEKPE M","242","242","242","242","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2","https://stream.nbcolympics.com/four-man-bobsled-heats-1-2"
