"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","c_ODF_IRM"
1,1240753,"LAPIERRE Jules","LAPIERRE J","Jules","Lapierre","35",35,  144, 2202,France,FRA,14,14,"14","+4:12.0","1:20:21.8",4821800,252000,TRUE,FALSE,NA
1, 724224,"BAUMANN Jonas","BAUMANN J","Jonas","Baumann","16",16,  149, 2213,Switzerland,SUI,15,15,"15","+4:22.7","1:20:32.5",4832500,262700,TRUE,FALSE,NA
1,1352113,"VERMEULEN Mika","VERMEULEN M","Mika","Vermeulen","41",41,  151, 2219,Austria,AUT,16,16,"16","+4:30.2","1:20:40.0",4840000,270200,TRUE,FALSE,NA
1, 759514,"MUSGRAVE Andrew","MUSGRAVE A","Andrew","Musgrave","15",15,  211, 4058,Great Britain,GBR,17,17,"17","+4:37.1","1:20:46.9",4846900,277100,TRUE,FALSE,NA
1,1240767,"NOVAK Michal","NOVAK M","Michal","Novák","12",12,   17, 2240,Czech Republic,CZE,18,18,"18","+4:41.1","1:20:50.9",4850900,281100,TRUE,FALSE,NA
1, 916819,"NOTZ Florian","NOTZ F","Florian","Notz","24",24,    2, 2206,Germany,GER,19,19,"19","+4:50.6","1:21:00.4",4860400,290600,TRUE,FALSE,NA
1,1240630,"ESTEVE Ireneu","ESTEVE I","Ireneu","Esteve","27",27,  155, 2227,Andorra,AND,20,20,"20","+4:58.4","1:21:08.2",4868200,298400,TRUE,FALSE,NA
1, 832911,"ROJO Imanol","ROJO I","Imanol","Rojo","37",37,  145, 2203,Spain,ESP,21,21,"21","+4:59.4","1:21:09.2",4869200,299400,TRUE,FALSE,NA
1, 848503,"PRALONG Candide","PRALONG C","Candide","Pralong","39",39,  149, 2213,Switzerland,SUI,22,22,"22","+5:03.8","1:21:13.6",4873600,303800,TRUE,FALSE,NA
1, 652954,"MANIFICAT Maurice","MANIFICAT M","Maurice","Manificat","19",19,  144, 2202,France,FRA,23,23,"23","+5:07.7","1:21:17.5",4877500,307700,TRUE,FALSE,NA
1,1135607,"BURMAN Jens","BURMAN J","Jens","Burman","23",23,  154, 2222,Sweden,SWE,24,24,"24","+5:33.5","1:21:43.3",4903300,333500,TRUE,FALSE,NA
1,1475650,"LINDHOLM Remi","LINDHOLM R","Remi","Lindholm","43",43,  161, 2237,Finland,FIN,25,25,"25","+5:39.6","1:21:49.4",4909400,339600,TRUE,FALSE,NA
1,1240622,"BURY Dominik","BURY D","Dominik","Bury","40",40,  150, 2214,Poland,POL,26,26,"26","+6:30.8","1:22:40.6",4960600,390800,TRUE,FALSE,NA
1,1019102,"RUEESCH Jason","RUEESCH J","Jason","Rüesch","28",28,  149, 2213,Switzerland,SUI,27,27,"27","+6:31.5","1:22:41.3",4961300,391500,TRUE,FALSE,NA
1, 767324,"PEPENE Paul","PEPENE P","Paul","Pepene","38",38,  164, 2244,Romania,ROU,28,28,"28","+6:31.6","1:22:41.4",4961400,391600,TRUE,FALSE,NA
1, 840398,"EINARSSON Snorri","EINARSSON S","Snorri","Einarsson","44",44,  226, 4344,Iceland,ISL,29,29,"29","+6:40.3","1:22:50.1",4970100,400300,TRUE,FALSE,NA
1, 720972,"HALFVARSSON Calle","HALFVARSSON C","Calle","Halfvarsson","17",17,  154, 2222,Sweden,SWE,30,30,"30","+6:46.5","1:22:56.3",4976300,406500,TRUE,FALSE,NA
1,2079624,"LEVEILLE Olivier","LEVEILLE O","Olivier","Leveille","53",53,  159, 2231,Canada,CAN,31,31,"31","+7:32.2","1:23:42.0",5022000,452200,TRUE,FALSE,NA
1,1631379,"PUKHKALO Vitaliy","PUKHKALO V","Vitaliy","Pukhkalo","34",34,  160, 2236,Kazakhstan,KAZ,32,32,"32","+7:35.3","1:23:45.1",5025100,455300,TRUE,FALSE,NA
1,1009702,"ALEV Alvar Johannes","ALEV AJ","Alvar Johannes","Alev","56",56,    8, 2217,Estonia,EST,33,33,"33","+7:40.7","1:23:50.5",5030500,460700,TRUE,FALSE,NA
1,1478094,"VENTURA Paolo","VENTURA P","Paolo","Ventura","36",36,    6, 2210,Italy,ITA,34,34,"34","+7:50.6","1:24:00.4",5040400,470600,TRUE,FALSE,NA
1,1356925,"BABA Naoto","BABA N","Naoto","Baba","29",29,   18, 2241,Japan,JPN,35,35,"35","+8:34.1","1:24:43.9",5083900,514100,TRUE,FALSE,NA
1,1135612,"CHERVOTKIN Alexey","CHERVOTKIN A","Alexey","Chervotkin","3", 3,23062,73035,ROC,ROC,36,36,"36","+8:49.7","1:24:59.5",5099500,529700,TRUE,FALSE,NA
1,1626726,"JOHANSSON Leo","JOHANSSON L","Leo","Johansson","32",32,  154, 2222,Sweden,SWE,37,37,"37","+8:49.8","1:24:59.6",5099600,529800,TRUE,FALSE,NA
1,2272432,"LIU Rongsheng","LIU R","Rongsheng","Liu","59",59,   26, 2770,China,CHN,38,38,"38","+8:49.8","1:24:59.6",5099600,529800,TRUE,FALSE,NA
1,1765929,"SCHUMACHER Gus","SCHUMACHER G","Gus","Schumacher","25",25,    5, 2209,United States,USA,39,39,"39","+9:04.5","1:25:14.3",5114300,544500,TRUE,FALSE,NA
1,1356911,"KLAEBO Johannes Hoesflot","KLAEBO JH","Johannes Høsflot","Klæbo","1", 1,  153, 2221,Norway,NOR,40,40,"40","+9:06.0","1:25:15.8",5115800,546000,TRUE,FALSE,NA
1,1765971,"HIROSE Ryo","HIROSE R","Ryo","Hirose","48",48,   18, 2241,Japan,JPN,41,41,"41","+9:07.9","1:25:17.7",5117700,547900,TRUE,FALSE,NA
1,1765958,"CYR Antoine","CYR A","Antoine","Cyr","22",22,  159, 2231,Canada,CAN,42,42,"42","+9:16.2","1:25:26.0",5126000,556200,TRUE,FALSE,NA
1,1563362,"WESTGAARD Thomas","WESTGAARD T","Thomas","Westgård","33",33,   19, 2242,Ireland,IRL,43,43,"43","+9:20.0","1:25:29.8",5129800,560000,TRUE,FALSE,NA
1,1023367,"KNOP Petr","KNOP P","Petr","Knop","42",42,   17, 2240,Czech Republic,CZE,44,44,"44","+9:28.6","1:25:38.4",5138400,568600,TRUE,FALSE,NA
1,1240626,"KORISTEK Jan","KORISTEK J","Ján","Koristek","52",52,   14, 2233,Slovakia,SVK,45,45,"45","+9:28.9","1:25:38.7",5138700,568900,TRUE,FALSE,NA
1,1015287,"FELLNER Adam","FELLNER A","Adam","Fellner","46",46,   17, 2240,Czech Republic,CZE,46,46,"46","+9:29.7","1:25:39.5",5139500,569700,TRUE,FALSE,NA
1,1362422,"MIKAYELYAN Mikayel","MIKAYELYAN M","Mikayel","Mikayelyan","57",57,  213, 4317,Armenia,ARM,47,47,"47","+9:43.9","1:25:53.7",5153700,583900,TRUE,FALSE,NA
1,1018357,"SALVADORI Giandomenico","SALVADORI G","Giandomenico","Salvadori","31",31,    6, 2210,Italy,ITA,48,48,"48","+10:00.9","1:26:10.7",5170700,600900,TRUE,FALSE,NA
1,1334494,"SHANG Jincai","SHANG J","Jincai","Shang","54",54,   26, 2770,China,CHN,49,49,"49","+10:38.4","1:26:48.2",5208200,638400,TRUE,FALSE,NA
1,1947559,"BADELIHAN Hadesi","BADELIHAN H","Hadesi","Badelihan","62",62,   26, 2770,China,CHN,50,50,"50","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1475649,"VIGANTS Raimo","VIGANTS R","Raimo","Vigants","49",49,    9, 2218,Latvia,LAT,51,51,"51","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1352050,"HARATYK Mateusz","HARATYK M","Mateusz","Haratyk","58",58,  150, 2214,Poland,POL,52,52,"52","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1475652,"DE MARRE Thibaut","DE MARRE T","Thibaut","De Marre","66",66,  147, 2205,Belgium,BEL,53,53,"53","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1625464,"YAMASHITA Haruki","YAMASHITA H","Haruki","Yamashita","47",47,   18, 2241,Japan,JPN,54,54,"54","LAP","LAP",NA,NA,TRUE,FALSE,NA
1, 719699,"VELICHKO Yevgeniy","VELICHKO Y","Yevgeniy","Velichko","51",51,  160, 2236,Kazakhstan,KAZ,55,55,"55","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1352058,"LICEF Miha","LICEF M","Miha","Licef","55",55,   30, 2783,Slovenia,SLO,56,56,"56","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1626728,"DROLET Remi","DROLET R","Rémi","Drolet","50",50,  159, 2231,Canada,CAN,57,57,"57","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1018319,"KRASOVSKYI Oleksii","KRASOVSKYI O","Oleksii","Krasovskyi","64",64,   13, 2232,Ukraine,UKR,58,58,"58","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,2272431,"CHEN Degen","CHEN D","Degen","Chen","45",45,   26, 2770,China,CHN,59,59,"59","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1626908,"KIM Minwoo","KIM M","Minwoo","Kim","61",61,  106, 4391,South Korea,KOR,60,60,"60","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1356909,"CHANLOUNG Mark","CHANLOUNG M","Mark","Chanloung","70",70,  101, 4381,Thailand,THA,61,61,"61","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1625491,"DE CAMPO Seve","DE CAMPO S","Seve","de Campo","67",67,  157, 2229,Australia,AUS,62,62,"62","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1008068,"BELLINGHAM Phillip","BELLINGHAM P","Phillip","Bellingham","65",65,  157, 2229,Australia,AUS,63,63,"63","LAP","LAP",NA,NA,TRUE,FALSE,NA
1, 833182,"PEREKHODA Ruslan","PEREKHODA R","Ruslan","Perekhoda","60",60,   13, 2232,Ukraine,UKR,64,64,"64","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1625462,"DAL FARRA Franco","DAL FARRA F","Franco","Dal Farra","69",69,   24, 2768,Argentina,ARG,65,65,"65","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1121446,"JEONG Jongwon","JEONG J","Jongwon","Jeong","63",63,  106, 4391,South Korea,KOR,66,66,"66","LAP","LAP",NA,NA,TRUE,FALSE,NA
1,1947584,"SILVA Manex","SILVA M","Manex","Silva","68",68,   16, 2235,Brazil,BRA,67,67,"67","LAP","LAP",NA,NA,TRUE,FALSE,NA
1, 703286,"ROETHE Sjur","ROETHE S","Sjur","Røthe","7", 7,  153, 2221,Norway,NOR,NA,68,NA,"DNF","DNF",NA,NA,TRUE,FALSE,"DNF"
1,1478678,"LAPALUS Hugo","LAPALUS H","Hugo","Lapalus","9", 9,  144, 2202,France,FRA,NA,69,NA,"DNF","DNF",NA,NA,TRUE,FALSE,"DNF"
1, 916803,"DOBLER Jonas","DOBLER J","Jonas","Dobler","20",20,    2, 2206,Germany,GER,NA,70,NA,"DNS","DNS",NA,NA,TRUE,FALSE,"DNS"
