"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","c_ODF_IRM"
1,1563362,"WESTGAARD Thomas","WESTGAARD T","Thomas","Westgård","30",30,   19, 2242,Ireland,IRL,29,29,"29","+4:26.3","1:15:59.0",4559000, 266300,TRUE,FALSE,NA
1,1240622,"BURY Dominik","BURY D","Dominik","Bury","35",35,  150, 2214,Poland,POL,30,30,"30","+4:28.3","1:16:01.0",4561000, 268300,TRUE,FALSE,NA
1,1767230,"MOCH Friedrich","MOCH F","Friedrich","Moch","10",10,    2, 2206,Germany,GER,31,31,"31","+4:30.9","1:16:03.6",4563600, 270900,TRUE,FALSE,NA
1,1478094,"VENTURA Paolo","VENTURA P","Paolo","Ventura","32",32,    6, 2210,Italy,ITA,32,32,"32","+4:32.7","1:16:05.4",4565400, 272700,TRUE,FALSE,NA
1, 848491,"BOEGL Lucas","BOEGL L","Lucas","Bögl","11",11,    2, 2206,Germany,GER,33,33,"33","+4:38.8","1:16:11.5",4571500, 278800,TRUE,FALSE,NA
1,1018233,"BACKSCHEIDER Adrien","BACKSCHEIDER A","Adrien","Backscheider","23",23,  144, 2202,France,FRA,34,34,"34","+4:43.9","1:16:16.6",4576600, 283900,TRUE,FALSE,NA
1,1626728,"DROLET Remi","DROLET R","Rémi","Drolet","42",42,  159, 2231,Canada,CAN,35,35,"35","+4:54.4","1:16:27.1",4587100, 294400,TRUE,FALSE,NA
1,1009702,"ALEV Alvar Johannes","ALEV AJ","Alvar Johannes","Alev","47",47,    8, 2217,Estonia,EST,36,36,"36","+4:55.7","1:16:28.4",4588400, 295700,TRUE,FALSE,NA
1,1023367,"KNOP Petr","KNOP P","Petr","Knop","36",36,   17, 2240,Czech Republic,CZE,37,37,"37","+5:02.3","1:16:35.0",4595000, 302300,TRUE,FALSE,NA
1, 720972,"HALFVARSSON Calle","HALFVARSSON C","Calle","Halfvarsson","13",13,  154, 2222,Sweden,SWE,38,38,"38","+5:14.9","1:16:47.6",4607600, 314900,TRUE,FALSE,NA
1,1626726,"JOHANSSON Leo","JOHANSSON L","Leo","Johansson","29",29,  154, 2222,Sweden,SWE,39,39,"39","+5:43.8","1:17:16.5",4636500, 343800,TRUE,FALSE,NA
1,1240626,"KORISTEK Jan","KORISTEK J","Ján","Koristek","44",44,   14, 2233,Slovakia,SVK,40,40,"40","+5:53.3","1:17:26.0",4646000, 353300,TRUE,FALSE,NA
1,2272431,"CHEN Degen","CHEN D","Degen","Chen","39",39,   26, 2770,China,CHN,41,41,"41","+6:41.4","1:18:14.1",4694100, 401400,TRUE,FALSE,NA
1,1015287,"FELLNER Adam","FELLNER A","Adam","Fellner","40",40,   17, 2240,Czech Republic,CZE,42,42,"42","+6:41.6","1:18:14.3",4694300, 401600,TRUE,FALSE,NA
1, 719699,"VELICHKO Yevgeniy","VELICHKO Y","Yevgeniy","Velichko","43",43,  160, 2236,Kazakhstan,KAZ,43,43,"43","+7:11.1","1:18:43.8",4723800, 431100,TRUE,FALSE,NA
1,1475649,"VIGANTS Raimo","VIGANTS R","Raimo","Vigants","41",41,    9, 2218,Latvia,LAT,44,44,"44","+7:22.5","1:18:55.2",4735200, 442500,TRUE,FALSE,NA
1,1947559,"BADELIHAN Hadesi","BADELIHAN H","Hadesi","Badelihan","51",51,   26, 2770,China,CHN,45,45,"45","+8:13.2","1:19:45.9",4785900, 493200,TRUE,FALSE,NA
1,1338486,"WANG Qiang","WANG Q","Qiang","Wang","45",45,   26, 2770,China,CHN,46,46,"46","+8:20.8","1:19:53.5",4793500, 500800,TRUE,FALSE,NA
1,1475652,"DE MARRE Thibaut","DE MARRE T","Thibaut","De Marre","56",56,  147, 2205,Belgium,BEL,47,47,"47","+8:21.1","1:19:53.8",4793800, 501100,TRUE,FALSE,NA
1,2272432,"LIU Rongsheng","LIU R","Rongsheng","Liu","50",50,   26, 2770,China,CHN,48,48,"48","+8:25.8","1:19:58.5",4798500, 505800,TRUE,FALSE,NA
1,1356909,"CHANLOUNG Mark","CHANLOUNG M","Mark","Chanloung","61",61,  101, 4381,Thailand,THA,49,49,"49","+8:38.8","1:20:11.5",4811500, 518800,TRUE,FALSE,NA
1,1352050,"HARATYK Mateusz","HARATYK M","Mateusz","Haratyk","48",48,  150, 2214,Poland,POL,50,50,"50","+8:51.3","1:20:24.0",4824000, 531300,TRUE,FALSE,NA
1,1625491,"DE CAMPO Seve","DE CAMPO S","Seve","de Campo","58",58,  157, 2229,Australia,AUS,51,51,"51","+9:29.8","1:21:02.5",4862500, 569800,TRUE,FALSE,NA
1,1629738,"ERIC Strahinja","ERIC S","Strahinja","Eric","49",49,   78, 4324,Bosnia and Herzegovina,BIH,52,52,"52","+9:34.9","1:21:07.6",4867600, 574900,TRUE,FALSE,NA
1,1008068,"BELLINGHAM Phillip","BELLINGHAM P","Phillip","Bellingham","55",55,  157, 2229,Australia,AUS,53,53,"53","+11:31.1","1:23:03.8",4983800, 691100,TRUE,FALSE,NA
1, 919028,"SLOTINS Roberts","SLOTINS R","Roberts","Slotinš","54",54,    9, 2218,Latvia,LAT,54,54,"54","+13:13.7","1:24:46.4",5086400, 793700,TRUE,FALSE,NA
1,1018232,"KONYA Adam","KONYA A","Ádám","Kónya","57",57,   28, 2776,Hungary,HUN,55,55,"55","+13:48.7","1:25:21.4",5121400, 828700,TRUE,FALSE,NA
1,1357635,"JADA Stavre","JADA S","Stavre","Jada","53",53,  231, 4358,Macedonia,MKD,56,56,"56","+14:09.1","1:25:41.8",5141800, 849100,TRUE,FALSE,NA
1,1625482,"SKENDER Marko","SKENDER M","Marko","Skender","60",60,   89, 4354,Croatia,CRO,57,57,"57","+19:01.8","1:30:34.5",5434500,1141800,TRUE,FALSE,NA
1,1947584,"SILVA Manex","SILVA M","Manex","Silva","59",59,   16, 2235,Brazil,BRA,58,58,"58","+21:39.1","1:33:11.8",5591800,1299100,TRUE,FALSE,NA
1, 823175,"ANGELIS Apostolos","ANGELIS A","Apostolos","Angelis","52",52,  171, 2774,Greece,GRE,59,59,"59","+22:31.5","1:34:04.2",5644200,1351500,TRUE,FALSE,NA
1,1356911,"KLAEBO Johannes Hoesflot","KLAEBO JH","Johannes Høsflot","Klæbo","1", 1,  153, 2221,Norway,NOR,NA,60,NA,"DNF","DNF",NA,NA,TRUE,FALSE,"DNF"
1,1240767,"NOVAK Michal","NOVAK M","Michal","Novák","9", 9,   17, 2240,Czech Republic,CZE,NA,61,NA,"DNS","DNS",NA,NA,TRUE,FALSE,"DNS"
