"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1433602,"FELDERER Leon","FELDERER L","Leon","Felderer","24",12,    6, 2210,Italy,ITA,11,11,"11","+0.812","57.855",57855, 812,"136.6",TRUE,FALSE,1518048012,"456707:52:32",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1008190,"DARZNIEKS Arturs","DARZNIEKS A","Arturs","Darznieks","23",22,    9, 2218,Latvia,LAT,12,12,"12","+0.889","57.932",57932, 889,"130.9",TRUE,FALSE,1518048022,"456708:17:23",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 707950,"PAVLICHENKO Semen","PAVLICHENKO S","Semen","Pavlichenko","8",10,23062,73035,ROC,ROC,13,13,"13","+0.912","57.955",57955, 912,"131.5",TRUE,FALSE,1518048010,"456707:48:21",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1017072,"GORBATSEVICH Aleksandr","GORBATSEVICH A","Aleksandr","Gorbatsevich","16",14,23062,73035,ROC,ROC,14,14,"14","+1.037","58.080",58080,1037,"129.8",TRUE,FALSE,1518048014,"456707:56:31",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1240592,"WATTS Reid","WATTS R","Reid","Watts","14",17,  159, 2231,Canada,CAN,15,15,"15","+1.065","58.108",58108,1065,"132.3",TRUE,FALSE,1518048017,"456708:02:32",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1023056,"FERLAZZO Alex","FERLAZZO A","Alex","Ferlazzo","22",19,  157, 2229,Australia,AUS,16,16,"16","+1.079","58.122",58122,1079,"130.2",TRUE,FALSE,1518048019,"456708:06:30",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 759640,"MANDZIY Andriy","MANDZIY A","Andriy","Mandziy","13",30,   13, 2232,Ukraine,UKR,17,17,"17","+1.303","58.346",58346,1303,"122.2",TRUE,FALSE,1518048030,"456708:33:33",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1240587,"KOHALA Svante","KOHALA S","Svante","Kohala","34",20,  154, 2222,Sweden,SWE,18,18,"18","+1.325","58.368",58368,1325,"129.8",TRUE,FALSE,1518048020,"456708:08:29",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1017080,"DUKACH Anton","DUKACH A","Anton","Dukach","20",23,   13, 2232,Ukraine,UKR,19,19,"19","+1.365","58.408",58408,1365,"129.4",TRUE,FALSE,1518048023,"456708:19:28",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1240567,"GUSTAFSON Jonathan","GUSTAFSON J","Jonathan","Gustafson","19",18,    5, 2209,United States,USA,20,20,"20","+1.453","58.496",58496,1453,"124.9",TRUE,FALSE,1518048018,"456708:04:32",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1017118,"WEST Tucker","WEST T","Tucker","West","21",11,    5, 2209,United States,USA,21,21,"21","+1.491","58.534",58534,1491,"128.3",TRUE,FALSE,1518048011,"456708:45:08",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1349518,"STAUDINGER Rupert","STAUDINGER R","Rupert","Staudinger","26",24,  211, 4058,Great Britain,GBR,22,22,"22","+1.579","58.622",58622,1579,"129.4",TRUE,FALSE,1518048024,"456708:21:30",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 428167,"NINIS Jozef","NINIS J","Jozef","Ninis","15",16,   14, 2233,Slovakia,SVK,23,23,"23","+1.813","58.856",58856,1813,"129.3",TRUE,FALSE,1518048016,"456708:00:32",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1349521,"SOCHOWICZ Mateusz","SOCHOWICZ M","Mateusz","Sochowicz","35",27,  150, 2214,Poland,POL,24,24,"24","+1.824","58.867",58867,1824,"127.6",TRUE,FALSE,1518048027,"456708:27:26",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1627660,"FAN Duoyao","FAN D","Duoyao","Fan","25",25,   26, 2770,China,CHN,25,25,"25","+1.852","58.895",58895,1852,"128.0",TRUE,FALSE,1518048025,"456708:23:29",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 835619,"GLEIRSCHER David","GLEIRSCHER D","David","Gleirscher","11", 8,  151, 2219,Austria,AUT,26,26,"26","+1.865","58.908",58908,1865,"131.6",TRUE,FALSE,1518048008,"456707:44:18",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1765305,"SKUPEK Marian","SKUPEK M","Marian","Skupek","32",26,   14, 2233,Slovakia,SVK,27,27,"27","+2.008","59.051",59051,2008,"125.8",TRUE,FALSE,1518048026,"456708:25:28",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1433606,"LIM Namkyu","LIM N","Namkyu","Lim","29",33,  106, 4391,South Korea,KOR,28,28,"28","+2.495","59.538",59538,2495,"123.2",TRUE,FALSE,1518048033,"456708:39:32",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 994140,"ANGELOV Pavel","ANGELOV P","Pavel","Angelov","33",28,  148, 2211,Bulgaria,BUL,29,29,"29","+2.502","59.545",59545,2502,"125.0",TRUE,FALSE,1518048028,"456708:31:17",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1470537,"KOBAYASHI Seiya","KOBAYASHI S","Seiya","Kobayashi","28",32,   18, 2241,Japan,JPN,30,30,"30","+2.816","59.859",59859,2816,"121.0",TRUE,FALSE,1518048032,"456708:37:29",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,2167706,"KUMARITASHVILI Saba","KUMARITASHVILI S","Saba","Kumaritashvili","27",31,  163, 2239,Georgia,GEO,31,31,"31","+2.993","1:00.036",60036,2993,"125.4",TRUE,FALSE,1518048031,"456708:35:19",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1470233,"LEJSEK Michael","LEJSEK M","Michael","Lejsek","30",29,   17, 2240,Czech Republic,CZE,32,32,"32","+3.037","1:00.080",60080,3037,"119.4",TRUE,FALSE,1518048029,NA,20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1,1769474,"NIKOLAJEV Mirza","NIKOLAJEV M","Mirza","Nikolajev","31",34,   78, 4324,Bosnia and Herzegovina,BIH,33,33,"33","+4.132","1:01.175",61175,4132,"125.2",TRUE,FALSE,1518048034,"456708:41:33",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
1, 656628,"CRETU Valentin","CRETU V","Valentin","Cretu","17",15,  164, 2244,Romania,ROU,34,34,"34","+5.180","1:02.223",62223,5180,"122.1",TRUE,FALSE,1518048015,"456707:58:21",20,"https://stream.nbcolympics.com/mens-singles-luge-run-3-4"
